"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Tokelau","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Tokelau","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Tokelau","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Solar",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.55,1.08,1.12,1.12,1.12,1.23,1.23,1.23,1.23
"Tokelau","Solar photovoltaic",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.55,1.08,1.12,1.12,1.12,1.23,1.23,1.23,1.23
"Tokelau","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tokelau","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Total renewable energy",0.08,0.08,0.11,0.11,0.11,0.11,0.15,0.15,0.15,0.16,0.16,0.16,1.18,2.88,3.75,4.58,5.37,6.20,7.26,8.73,9.74
"Tonga","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.02,0.12,1.43,2.63
"Tonga","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.03,0.02,0.12,1.43,2.63
"Tonga","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Solar",0.08,0.08,0.11,0.11,0.11,0.11,0.15,0.15,0.15,0.16,0.16,0.16,1.18,2.87,3.74,4.56,5.34,6.18,7.14,7.30,7.12
"Tonga","Solar photovoltaic",0.08,0.08,0.11,0.11,0.11,0.11,0.15,0.15,0.15,0.16,0.16,0.16,1.18,2.87,3.74,4.56,5.34,6.18,7.14,7.30,7.12
"Tonga","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tonga","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Total renewable energy",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.09,0.09,0.09,0.09,0.19,0.19,0.81,1.98,1.98,1.70,1.79,1.53
"Tuvalu","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Solar",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.09,0.09,0.09,0.09,0.19,0.19,0.81,1.98,1.98,1.70,1.79,1.53
"Tuvalu","Solar photovoltaic",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06,0.09,0.09,0.09,0.09,0.19,0.19,0.81,1.98,1.98,1.70,1.79,1.53
"Tuvalu","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Tuvalu","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Total renewable energy",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.28,8.46,12.13,11.26,15.79,23.72,18.02,19.98,15.82,16.55,19.11,22.57,22.14
"Vanuatu","Hydropower",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.63,3.01,6.64,6.01,7.39,7.21,7.58,7.27,5.26,7.34,7.82,7.99,8.51
"Vanuatu","Renewable hydropower",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.63,3.01,6.64,6.01,7.39,7.21,7.58,7.27,5.26,7.34,7.82,7.99,8.51
"Vanuatu","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,5.35,5.39,4.30,5.18,5.55,6.79,8.27,5.42,4.77,4.37,6.16,5.62
"Vanuatu","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,5.35,5.39,4.30,5.18,5.55,6.79,8.27,5.42,4.77,4.37,6.16,5.62
"Vanuatu","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.15,0.22,0.30,0.43,0.76,2.74,4.43,6.14,6.99,6.93
"Vanuatu","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.15,0.22,0.30,0.43,0.76,2.74,4.43,6.14,6.99,6.93
"Vanuatu","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Bioenergy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.81,3.01,10.66,3.22,3.68,2.40,0.00,0.79,1.44,1.09
"Vanuatu","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Liquid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.81,3.01,10.66,3.22,3.68,2.40,0.00,0.79,1.44,1.09
"Vanuatu","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Vanuatu","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Total renewable energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Wallis Fut Is","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"S America","Total renewable energy",552080.47,525035.23,547016.01,570783.23,589233.54,620307.51,647055.52,674365.26,679380.11,702864.62,711718.63,758751.41,750474.79,736151.21,736469.64,733001.81,779190.49,783007.07,793057.95,797315.00,845723.31
"S America","Hydropower",541638.80,512199.55,532765.07,554491.04,572142.74,602336.10,627802.23,650339.68,652544.22,671280.79,671238.94,713984.47,698725.64,675867.60,662715.26,642936.07,671794.55,660347.88,655609.21,642755.82,672569.11
"S America","Renewable hydropower",541527.39,512160.10,532702.22,554443.71,572000.29,601904.56,627457.43,649773.75,652005.96,670565.88,670687.62,713423.67,698006.87,675218.87,661992.39,642119.52,670970.89,659524.22,654785.55,642150.87,671898.37
"S America","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"S America","Marine",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"S America","Wind",37.83,93.59,143.63,148.18,193.67,227.51,378.87,790.42,1333.35,1463.56,2653.26,3264.64,6511.95,8494.22,15515.23,27274.45,40809.58,51691.23,59971.29,72599.14,79600.70
"S America","Onshore wind energy",37.83,93.59,143.63,148.18,193.67,227.51,378.87,790.42,1333.35,1463.56,2653.26,3264.64,6511.95,8494.22,15515.23,27274.45,40809.58,51691.23,59971.29,72599.14,79600.70
"S America","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"S America","Solar",7.89,9.54,10.90,12.02,13.17,14.49,15.99,17.89,20.47,25.95,34.50,78.71,172.86,332.66,856.78,1795.94,3323.80,5530.28,10266.91,15578.79,22125.96
"S America","Solar photovoltaic",7.89,9.54,10.90,12.02,13.17,14.49,15.99,17.89,20.47,25.95,34.50,78.71,172.86,332.66,856.78,1795.94,3323.80,5530.28,10266.91,15578.79,22125.96
"S America","Concentrated solar power",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"S America","Bioenergy",10507.36,12772.01,14159.25,16179.32,17026.41,18160.95,19203.23,23783.21,26020.34,30809.24,38343.25,41984.40,45783.11,52105.46,58105.24,61811.91,64086.22,66197.54,67820.10,66784.20,71882.28
"S America","Solid biofuels",10507.36,12771.45,14158.13,15917.20,16927.29,17897.22,19042.14,23553.31,25563.67,30223.43,37607.30,41166.31,44856.74,51012.37,56782.39,60428.36,62911.68,64888.72,66327.02,64970.61,69831.06
"S America","Bagasse",4643.09,5669.23,6425.18,7880.93,8122.91,8937.00,9490.41,12256.03,13453.17,15689.95,24178.28,24488.26,27492.85,32266.19,35272.49,36929.19,38275.84,38687.34,38618.63,39869.70,42336.55
"S America","Renewable municipal waste",30.00,58.00,34.00,67.00,62.00,43.00,55.00,59.00,58.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"S America","Other solid biofuels",5834.27,7044.22,7698.96,7969.27,8742.38,8917.22,9496.73,11238.28,12052.50,14483.48,13429.02,16678.05,17363.88,18746.18,21509.90,23499.17,24635.84,26201.38,27708.39,25100.91,27494.51
"S America","Liquid biofuels",0.00,0.00,0.00,0.00,0.00,0.13,10.90,56.44,215.11,236.77,405.71,399.36,476.85,506.51,721.21,706.49,327.23,312.30,419.76,463.78,589.26
"S America","Biogas",0.00,0.56,1.12,262.12,99.12,263.60,150.20,173.46,241.57,349.03,330.24,418.73,449.53,586.58,601.63,677.06,847.30,996.52,1073.32,1349.81,1461.96
"S America","Geothermal",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.80,214.10,202.00,216.00
"Argentina","Total renewable energy",29360.45,37583.11,36676.41,35064.94,31222.83,35219.22,39530.30,32729.02,32027.54,35637.45,34724.94,32797.76,31345.54,35446.74,34183.99,35820.20,31403.56,41246.32,42438.56,42726.91,43049.28
"Argentina","Hydropower",28761.82,36949.15,35796.81,33737.25,30018.77,34192.30,38056.37,31560.24,31456.34,35092.92,33825.84,31843.26,29657.86,33368.75,33098.47,34796.65,30132.38,39589.33,39957.33,35375.49,30355.42
"Argentina","Renewable hydropower",28650.41,36909.71,35733.96,33689.92,29876.32,33760.76,37711.57,30994.32,30918.08,34378.00,33274.52,31282.45,28939.09,32720.02,32375.60,33980.10,29308.72,38765.67,39133.67,34770.53,29684.67
"Argentina","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Argentina","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Argentina","Wind",35.00,49.36,73.41,77.95,72.44,75.38,69.64,61.59,41.95,36.83,25.35,59.00,822.00,1007.00,619.09,593.00,548.00,611.68,1413.00,4996.87,9412.33
"Argentina","Onshore wind energy",35.00,49.36,73.41,77.95,72.44,75.38,69.64,61.59,41.95,36.83,25.35,59.00,822.00,1007.00,619.09,593.00,548.00,611.68,1413.00,4996.87,9412.33
"Argentina","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Argentina","Solar",0.04,0.04,0.05,0.07,0.07,0.08,0.09,0.11,0.14,0.08,0.09,1.61,8.17,15.09,15.93,14.82,14.54,16.14,108.14,800.93,1345.60
"Argentina","Solar photovoltaic",0.04,0.04,0.05,0.07,0.07,0.08,0.09,0.11,0.14,0.08,0.09,1.61,8.17,15.09,15.93,14.82,14.54,16.14,108.14,800.93,1345.60
"Argentina","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Argentina","Bioenergy",675.00,624.00,869.00,1297.00,1274.00,1383.00,1749.00,1673.00,1067.36,1222.54,1424.98,1454.69,1576.28,1704.63,1173.36,1232.29,1532.29,1852.84,1783.75,2158.58,2606.67
"Argentina","Solid biofuels",675.00,624.00,869.00,1036.00,1176.00,1288.00,1659.00,1587.00,933.36,1105.54,1212.98,1255.69,1351.28,1406.63,1070.36,1148.29,1474.21,1788.71,1638.44,1903.90,2354.36
"Argentina","Bagasse",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.54,180.75,196.66,185.34,190.58,187.83,136.19,135.00,264.99,291.73,292.72,300.33,330.33
"Argentina","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Argentina","Other solid biofuels",675.00,624.00,869.00,1036.00,1176.00,1288.00,1659.00,1587.00,749.82,924.79,1016.32,1070.35,1160.70,1218.81,934.17,1013.29,1209.22,1496.98,1345.72,1603.57,2024.02
"Argentina","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Argentina","Biogas",0.00,0.00,0.00,261.00,98.00,95.00,90.00,86.00,134.00,117.00,212.00,199.00,225.00,298.00,103.00,84.00,58.08,64.13,145.31,254.68,252.31
"Argentina","Geothermal",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Bolivia","Total renewable energy",1931.04,2160.20,2219.05,2003.13,2200.07,2015.62,2206.79,2432.86,2423.29,2409.28,2287.61,2461.02,2466.59,2648.78,2412.09,2660.04,1936.60,2422.72,2967.14,3726.88,3583.01
"Bolivia","Hydropower",1914.93,2144.05,2202.87,1986.88,2148.57,1964.11,2155.18,2319.11,2309.17,2295.00,2173.23,2346.47,2351.77,2533.43,2232.99,2441.79,1719.80,2233.57,2612.36,3250.67,2942.20
"Bolivia","Renewable hydropower",1914.93,2144.05,2202.87,1986.88,2148.57,1964.11,2155.18,2319.11,2309.17,2295.00,2173.23,2346.47,2351.77,2533.43,2232.99,2441.79,1719.80,2233.57,2612.36,3250.67,2942.20
"Bolivia","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolivia","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolivia","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,8.16,11.45,34.90,60.38,58.84,70.22,64.21
"Bolivia","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.04,8.16,11.45,34.90,60.38,58.84,70.22,64.21
"Bolivia","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolivia","Solar",0.11,0.15,0.18,0.25,0.30,0.31,0.41,0.55,0.92,1.08,1.14,1.31,1.58,2.12,4.13,4.80,5.70,6.89,127.43,189.02,249.99
"Bolivia","Solar photovoltaic",0.11,0.15,0.18,0.25,0.30,0.31,0.41,0.55,0.92,1.08,1.14,1.31,1.58,2.12,4.13,4.80,5.70,6.89,127.43,189.02,249.99
"Bolivia","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolivia","Bioenergy",16.00,16.00,16.00,16.00,51.20,51.20,51.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,166.81,202.00,176.20,121.88,168.51,216.97,326.62
"Bolivia","Solid biofuels",16.00,16.00,16.00,16.00,51.20,51.20,51.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,166.81,202.00,176.20,121.88,168.39,216.97,326.62
"Bolivia","Bagasse",16.00,16.00,16.00,16.00,51.20,51.20,51.20,113.20,113.20,113.20,113.20,113.20,113.20,113.20,166.81,202.00,176.20,121.88,168.39,216.97,326.62
"Bolivia","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolivia","Other solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Bolivia","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bolivia","Biogas",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00
"Bolivia","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brazil","Total renewable energy",312259.64,276901.41,296379.35,317571.46,333332.96,351192.75,363888.12,392741.35,390525.66,415101.94,437409.19,463666.46,456159.70,438547.36,432745.16,431313.31,465822.60,467028.63,495300.19,515448.60,522934.89
"Brazil","Hydropower",304403.28,267876.00,286092.20,305616.00,320796.91,337456.77,348805.46,374015.12,369556.40,390988.07,403289.81,428332.92,415342.18,390992.01,373439.06,359742.81,380910.94,370906.46,388971.08,397877.06,396382.00
"Brazil","Renewable hydropower",304403.28,267876.00,286092.20,305616.00,320796.91,337456.77,348805.46,374015.12,369556.40,390988.07,403289.81,428332.92,415342.18,390992.01,373439.06,359742.81,380910.94,370906.46,388971.08,397877.06,396382.00
"Brazil","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brazil","Marine",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Brazil","Wind",1.00,35.00,61.00,61.00,61.00,92.90,237.00,662.78,1183.00,1238.00,2177.00,2704.50,5050.05,6578.41,12210.25,21625.70,33488.87,42373.26,48475.14,55985.62,57050.00
"Brazil","Onshore wind energy",1.00,35.00,61.00,61.00,61.00,92.90,237.00,662.78,1183.00,1238.00,2177.00,2704.50,5050.05,6578.41,12210.25,21625.70,33488.87,42373.26,48475.14,55985.62,57050.00
"Brazil","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brazil","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.81,5.09,16.66,64.48,88.08,836.81,3471.74,6665.04,10758.89
"Brazil","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.81,5.09,16.66,64.48,88.08,836.81,3471.74,6665.04,10758.89
"Brazil","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Brazil","Bioenergy",7855.36,8990.41,10226.15,11894.46,12475.06,13643.08,14845.66,18063.45,19786.26,22875.87,31942.38,32629.04,35765.67,40971.85,47079.18,49880.32,51334.70,52912.11,54382.23,54920.88,58744.00
"Brazil","Solid biofuels",7855.36,8990.41,10226.15,11894.46,12475.06,13475.83,14776.40,17922.69,19493.08,22418.81,31441.52,32050.87,35100.87,40233.41,45961.24,48661.43,50318.03,51853.62,53252.28,53592.28,57168.68
"Brazil","Bagasse",3664.36,4665.46,5367.46,6795.46,6966.95,7661.06,8403.45,11094.80,12139.38,14058.21,22364.26,22240.06,25065.51,29871.17,32557.20,34162.86,35235.70,35655.57,35435.24,36827.32,38776.00
"Brazil","Renewable municipal waste",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Brazil","Other solid biofuels",4191.00,4324.94,4858.68,5099.00,5508.11,5814.76,6372.96,6827.89,7353.70,8360.60,9077.26,9810.82,10035.36,10362.23,13404.04,14498.57,15082.33,16198.05,17817.05,16764.96,18392.68
"Brazil","Liquid biofuels",0.00,0.00,0.00,0.00,0.00,0.13,10.90,55.93,210.76,236.62,397.14,399.36,476.65,506.32,721.15,706.32,327.00,292.00,401.80,443.68,566.13
"Brazil","Biogas",0.00,0.00,0.00,0.00,0.00,167.12,58.36,84.83,82.42,220.44,103.72,178.81,188.15,232.12,396.80,512.57,689.67,766.49,728.15,884.91,1009.19
"Brazil","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chile","Total renewable energy",19487.00,23136.00,24250.00,23555.00,24079.00,28323.00,30622.00,25894.00,27372.00,29699.00,24298.00,26049.86,25440.87,26059.93,30349.00,32872.00,34319.00,34991.80,38514.57,37309.10,40174.86
"Chile","Hydropower",18516.00,21003.00,22265.00,21674.00,21979.00,26483.00,29129.00,23130.00,24193.00,25296.00,21717.00,21009.00,20158.00,19737.00,23099.00,23881.00,23274.00,21325.73,23366.77,21440.32,21720.93
"Chile","Renewable hydropower",18516.00,21003.00,22265.00,21674.00,21979.00,26483.00,29129.00,23130.00,24193.00,25296.00,21717.00,21009.00,20158.00,19737.00,23099.00,23881.00,23274.00,21325.73,23366.77,21440.32,21720.93
"Chile","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chile","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Chile","Wind",0.00,7.00,7.00,7.00,7.00,7.00,7.00,9.00,38.00,79.00,332.00,338.00,409.00,554.00,1443.00,2115.00,2449.00,3625.56,3587.90,4895.23,5602.30
"Chile","Onshore wind energy",0.00,7.00,7.00,7.00,7.00,7.00,7.00,9.00,38.00,79.00,332.00,338.00,409.00,554.00,1443.00,2115.00,2449.00,3625.56,3587.90,4895.23,5602.30
