"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Greece","Bioenergy",0.00,79.00,126.00,105.00,124.00,122.00,114.00,184.00,191.00,218.00,190.00,207.00,204.00,216.00,220.00,231.00,274.58,310.03,314.07,402.21,453.55
"Greece","Solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.58,9.79,11.94,24.67,49.65
"Greece","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Greece","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Greece","Other solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.58,9.79,11.94,24.67,49.65
"Greece","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Greece","Biogas",0.00,79.00,126.00,105.00,124.00,122.00,114.00,184.00,191.00,218.00,190.00,207.00,204.00,216.00,220.00,230.00,270.00,300.24,302.13,377.54,403.90
"Greece","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Total renewable energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Holy See","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hungary","Total renewable energy",243.00,257.00,237.00,336.00,935.23,1870.25,1493.11,1883.29,2356.33,2894.87,3020.03,2708.17,2645.84,2787.26,3151.02,3229.03,3258.01,3480.00,3766.00,4690.00,5529.00
"Hungary","Hydropower",178.00,186.00,194.00,171.00,204.68,202.15,185.75,209.99,212.95,228.29,188.38,222.03,212.94,213.13,301.48,233.71,259.32,220.00,222.00,219.00,244.00
"Hungary","Renewable hydropower",178.00,186.00,194.00,171.00,204.68,202.15,185.75,209.99,212.95,228.29,188.38,222.03,212.94,213.13,301.48,233.71,259.32,220.00,222.00,219.00,244.00
"Hungary","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hungary","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hungary","Wind",0.00,1.00,1.00,4.00,5.55,10.10,43.36,110.00,204.83,330.93,533.79,625.69,769.99,717.51,656.54,693.32,683.69,758.00,607.00,729.00,655.00
"Hungary","Onshore wind energy",0.00,1.00,1.00,4.00,5.55,10.10,43.36,110.00,204.83,330.93,533.79,625.69,769.99,717.51,656.54,693.32,683.69,758.00,607.00,729.00,655.00
"Hungary","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hungary","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.55,0.65,0.85,1.44,7.91,24.62,67.00,141.00,244.00,349.00,629.00,1497.00,2459.00
"Hungary","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.55,0.65,0.85,1.44,7.91,24.62,67.00,141.00,244.00,349.00,629.00,1497.00,2459.00
"Hungary","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hungary","Bioenergy",65.00,70.00,42.00,161.00,725.00,1658.00,1264.00,1563.00,1938.00,2335.00,2297.00,1859.00,1655.00,1832.00,2126.00,2161.00,2071.00,2152.00,2296.00,2227.00,2155.00
"Hungary","Solid biofuels",65.00,63.00,36.00,143.00,704.00,1633.00,1227.00,1515.00,1869.00,2239.00,2179.00,1646.00,1444.00,1565.00,1839.00,1868.00,1738.00,1804.00,1960.00,1906.00,1831.00
"Hungary","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hungary","Renewable municipal waste",55.00,56.00,30.00,34.00,26.00,59.00,94.00,141.00,109.00,113.00,145.00,119.00,111.00,136.00,137.00,208.00,245.00,159.00,162.00,137.00,167.00
"Hungary","Other solid biofuels",10.00,7.00,6.00,109.00,678.00,1574.00,1133.00,1374.00,1760.00,2126.00,2034.00,1527.00,1333.00,1429.00,1702.00,1660.00,1493.00,1645.00,1798.00,1769.00,1664.00
"Hungary","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hungary","Biogas",0.00,7.00,6.00,18.00,21.00,25.00,37.00,48.00,69.00,96.00,118.00,213.00,211.00,267.00,287.00,293.00,333.00,348.00,336.00,321.00,324.00
"Hungary","Geothermal",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.00,18.00,16.00
"Iceland","Total renewable energy",7679.00,8029.00,8410.00,8494.00,8619.72,8681.28,9926.27,11973.28,16465.09,16832.43,17057.40,17208.30,17546.57,18111.33,18120.70,18796.63,18548.82,19239.80,19831.97,19491.59,19129.65
"Iceland","Hydropower",6356.00,6578.00,6977.00,7088.00,7134.24,7019.29,7293.00,8393.74,12427.43,12279.34,12592.08,12506.84,12336.53,12862.84,12873.02,13780.77,13469.60,14058.72,13813.69,13461.47,13156.97
"Iceland","Renewable hydropower",6356.00,6578.00,6977.00,7088.00,7134.24,7019.29,7293.00,8393.74,12427.43,12279.34,12592.08,12506.84,12336.53,12862.84,12873.02,13780.77,13469.60,14058.72,13813.69,13461.47,13156.97
"Iceland","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iceland","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iceland","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75,8.39,10.89,9.21,8.13,4.36,6.57,6.66
"Iceland","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75,8.39,10.89,9.21,8.13,4.36,6.57,6.66
"Iceland","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iceland","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.71,0.88,1.97,2.73,3.35,4.08,5.42,5.42
"Iceland","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.71,0.88,1.97,2.73,3.35,4.08,5.42,5.42
"Iceland","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iceland","Bioenergy",0.00,0.00,0.00,0.00,2.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Iceland","Solid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Iceland","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iceland","Renewable municipal waste",0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Iceland","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iceland","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iceland","Biogas",0.00,0.00,0.00,0.00,2.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Iceland","Geothermal",1323.00,1451.00,1433.00,1406.00,1483.48,1658.00,2631.27,3578.55,4037.66,4553.09,4465.32,4701.46,5209.54,5245.02,5238.41,5003.00,5067.28,5169.60,6009.83,6018.14,5960.60
"Ireland","Total renewable energy",1186.00,1027.00,1382.00,1138.00,1394.00,1873.43,2474.75,2802.06,3595.35,4117.60,3728.78,5423.59,5256.27,5627.59,6391.74,7861.67,7513.23,8882.44,10203.90,11798.46,13482.67
"Ireland","Hydropower",1151.00,920.00,1264.00,956.00,984.00,975.17,1088.10,1015.88,1299.59,1257.00,776.09,706.69,1014.12,944.23,987.73,1094.60,972.97,895.07,931.66,1131.90,1224.22
"Ireland","Renewable hydropower",847.00,596.00,912.00,598.00,630.00,631.26,724.27,666.58,968.32,901.73,599.23,706.69,802.35,599.50,708.65,806.49,681.03,691.60,694.09,886.58,932.66
"Ireland","Pumped storage",304.00,324.00,352.00,358.00,354.00,343.91,363.82,349.30,331.27,355.27,176.86,0.00,211.77,344.73,279.08,288.11,291.95,203.46,237.57,245.32,291.56
"Ireland","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Ireland","Wind",244.00,334.00,388.00,454.00,655.00,1111.91,1622.04,1958.37,2410.01,2955.22,2814.66,4380.31,4010.48,4541.51,5140.06,6573.00,6147.04,7444.04,8639.77,10019.49,11549.42
"Ireland","Onshore wind energy",244.00,334.00,388.00,454.00,575.00,1031.91,1542.04,1878.37,2330.01,2875.22,2734.66,4298.31,3942.48,4463.51,5059.06,6492.00,6066.04,7363.04,8558.77,9938.49,11468.42
"Ireland","Offshore wind energy",0.00,0.00,0.00,0.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,82.00,68.00,78.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00
"Ireland","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.48,0.54,0.65,0.70,2.05,3.60,5.95,11.56,21.70,40.08,63.78
"Ireland","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.48,0.54,0.65,0.70,2.05,3.60,5.95,11.56,21.70,40.08,63.78
"Ireland","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Ireland","Bioenergy",95.00,97.00,82.00,86.00,109.00,130.26,128.43,177.11,217.01,260.22,314.42,336.05,442.80,485.88,540.98,478.59,679.22,735.25,848.34,852.31,936.82
"Ireland","Solid biofuels",0.00,0.00,0.00,0.00,8.00,7.89,7.89,13.83,33.07,65.22,109.72,136.28,245.70,301.32,337.35,273.80,471.25,532.15,664.25,666.79,758.75
"Ireland","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Ireland","Renewable municipal waste",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.69,74.38,72.43,77.08,75.77,150.75,330.16,320.46,326.14
"Ireland","Other solid biofuels",0.00,0.00,0.00,0.00,8.00,7.89,7.89,13.83,33.07,65.22,109.72,136.28,179.01,226.94,264.91,196.71,395.48,381.41,334.09,346.32,432.62
"Ireland","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Ireland","Biogas",95.00,97.00,82.00,86.00,101.00,122.37,120.54,163.29,183.94,195.00,204.70,199.77,197.10,184.56,203.63,204.79,207.97,203.09,184.09,185.52,178.06
"Ireland","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Italy","Total renewable energy",50879.45,54347.27,48316.36,46865.80,53870.69,48438.59,50635.41,47715.67,58163.56,69254.64,76974.73,82972.56,92231.91,112020.83,120693.07,108918.04,108034.93,103910.33,114427.34,115859.59,116927.41
"Italy","Hydropower",50899.64,53925.66,47262.01,44276.77,49908.01,42926.90,43424.96,38481.35,47226.54,53442.68,54406.66,47756.92,43854.00,54671.60,60256.34,46969.47,44256.96,38024.67,50502.75,48153.52,49495.26
"Italy","Renewable hydropower",44199.45,46810.27,39519.36,36669.80,42337.88,36066.73,36994.31,32815.23,41622.96,49137.48,51116.76,45822.72,41874.89,52773.40,58545.44,45537.32,42431.76,36198.71,48786.41,46318.53,47551.78
"Italy","Pumped storage",6700.19,7115.38,7742.65,7606.97,7570.13,6860.17,6430.65,5666.12,5603.58,4305.20,3289.90,1934.20,1979.11,1898.20,1710.90,1432.14,1825.20,1825.96,1716.34,1834.98,1943.47
"Italy","Marine",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.20,0.20,0.20,0.20,0.20,0.20
"Italy","Wind",563.00,1179.00,1404.00,1458.00,1846.55,2343.40,2970.74,4034.36,4861.32,6542.86,9125.92,9856.38,13407.13,14896.96,15178.31,14843.88,17688.67,17741.91,17716.43,20202.04,18761.56
"Italy","Onshore wind energy",563.00,1179.00,1404.00,1458.00,1846.55,2343.40,2970.74,4034.36,4861.32,6542.86,9125.92,9856.38,13407.13,14896.96,15178.31,14843.88,17688.67,17741.91,17716.43,20202.04,18761.56
"Italy","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Italy","Solar",18.00,19.00,21.00,24.00,29.00,31.00,35.00,38.95,192.97,676.48,1915.14,10805.20,18871.21,21598.10,22318.84,22954.67,22116.73,24390.19,22666.31,23701.38,24953.98
"Italy","Solar photovoltaic",18.00,19.00,21.00,24.00,29.00,31.00,35.00,38.95,192.97,676.48,1905.66,10795.72,18861.73,21588.62,22306.37,22942.19,22104.26,24377.71,22653.84,23688.90,24941.50
"Italy","Concentrated solar power",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.48,9.48,9.48,9.48,12.48,12.48,12.48,12.48,12.48,12.48,12.48
"Italy","Bioenergy",1394.00,1832.00,2710.00,3373.00,4220.00,4673.00,5108.00,5258.00,5966.00,7556.00,9441.00,10834.00,12487.00,17093.00,18734.00,19397.00,19509.00,19378.17,19152.59,19562.58,19633.78
"Italy","Solid biofuels",827.00,1148.00,1767.00,2341.00,3050.00,3475.00,3771.00,3810.00,4302.00,4443.00,4308.00,4731.00,4745.00,5886.00,6194.00,6291.00,6540.00,6615.47,6562.32,6608.83,6800.00
"Italy","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Italy","Renewable municipal waste",402.00,629.00,714.00,907.00,1138.00,1309.00,1458.00,1512.00,1556.00,1616.00,2047.00,2208.00,2163.00,2207.00,2371.00,2344.00,2415.00,2383.63,2370.93,2368.73,2329.71
"Italy","Other solid biofuels",425.00,519.00,1053.00,1434.00,1912.00,2166.00,2313.00,2298.00,2746.00,2827.00,2261.00,2523.00,2521.77,3635.84,3780.41,3877.93,4058.42,4148.87,4101.30,4149.70,4375.78
"Italy","Liquid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,1448.00,3078.00,2698.00,3122.00,3759.00,4342.00,4894.00,4710.00,4463.58,4290.71,4676.93,4667.34
"Italy","Biogas",567.00,684.00,943.00,1032.00,1170.00,1198.00,1337.00,1448.00,1600.00,1665.00,2055.00,3405.00,4620.00,7448.00,8198.00,8212.00,8259.00,8299.12,8299.56,8276.82,8166.44
"Italy","Geothermal",4705.00,4507.00,4662.00,5341.00,5437.27,5324.46,5527.37,5569.13,5520.32,5341.82,5375.92,5654.26,5591.69,5659.23,5916.33,6184.97,6288.57,6201.16,6105.39,6074.86,6026.11
"Kosovo*","Total renewable energy",52.00,52.00,52.00,52.00,113.00,112.00,101.00,94.00,76.00,120.00,157.00,104.91,95.58,143.30,151.37,140.29,245.51,180.21,304.44,314.12,363.59
"Kosovo*","Hydropower",52.00,52.00,52.00,52.00,113.00,112.00,101.00,94.00,76.00,120.00,156.00,104.63,95.58,143.30,150.99,139.93,245.26,179.07,272.65,212.92,262.83
"Kosovo*","Renewable hydropower",52.00,52.00,52.00,52.00,113.00,112.00,101.00,94.00,76.00,120.00,156.00,104.63,95.58,143.30,150.99,139.93,245.26,179.07,272.65,212.92,262.83
"Kosovo*","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Wind",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28,0.00,0.00,0.38,0.35,0.12,0.35,29.75,90.65,90.30
"Kosovo*","Onshore wind energy",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.28,0.00,0.00,0.38,0.35,0.12,0.35,29.75,90.65,90.30
"Kosovo*","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.80,2.03,10.55,10.46
"Kosovo*","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.80,2.03,10.55,10.46
"Kosovo*","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Kosovo*","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Total renewable energy",2823.57,2839.54,2484.85,2338.64,3196.52,3413.14,2786.54,2828.32,3212.14,3556.19,3635.56,3076.86,4109.23,3534.13,2802.45,2776.73,3480.79,5461.70,3498.60,3192.11,3649.53
"Latvia","Hydropower",2819.16,2833.11,2463.60,2266.19,3109.38,3325.29,2698.32,2733.40,3109.04,3457.10,3520.51,2886.97,3706.96,2912.01,1993.64,1860.36,2529.52,4380.62,2431.57,2107.55,2603.04
"Latvia","Renewable hydropower",2819.16,2833.11,2463.60,2266.19,3109.38,3325.29,2698.32,2733.40,3109.04,3457.10,3520.51,2886.97,3706.96,2912.01,1993.64,1860.36,2529.52,4380.62,2431.57,2107.55,2603.04
"Latvia","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Wind",4.42,3.43,11.24,48.45,49.15,46.85,46.21,52.93,59.10,50.09,49.06,70.89,114.27,120.06,139.71,147.14,127.89,150.00,122.04,154.00,176.84
"Latvia","Onshore wind energy",4.42,3.43,11.24,48.45,49.15,46.85,46.21,52.93,59.10,50.09,49.06,70.89,114.27,120.06,139.71,147.14,127.89,150.00,122.04,154.00,176.84
"Latvia","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.10,0.24,0.38,0.44,1.27,3.14,4.85
"Latvia","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.10,0.24,0.38,0.44,1.27,3.14,4.85
"Latvia","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Bioenergy",0.00,3.00,10.00,24.00,38.00,41.00,42.00,42.00,44.00,49.00,66.00,119.00,288.00,502.00,669.00,769.00,823.00,930.64,943.72,927.42,864.80
"Latvia","Solid biofuels",0.00,3.00,5.00,6.00,6.00,5.00,6.00,5.00,5.00,4.00,9.00,13.00,64.00,215.00,319.00,378.00,427.00,525.28,569.57,575.02,520.15
"Latvia","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Latvia","Other solid biofuels",0.00,3.00,5.00,6.00,6.00,5.00,6.00,5.00,5.00,4.00,9.00,13.00,64.00,215.00,319.00,378.00,427.00,525.28,569.57,575.02,520.15
"Latvia","Liquid biofuels",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00
"Latvia","Biogas",0.00,0.00,5.00,18.00,32.00,36.00,36.00,37.00,39.00,45.00,57.00,105.00,223.00,287.00,350.00,391.00,396.00,405.36,374.06,352.40,344.65
"Latvia","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Total renewable energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Renewable hydropower",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Pumped storage",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Wind",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Onshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Solar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Solar photovoltaic",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Bioenergy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Bagasse",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Renewable municipal waste",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Other solid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Liquid biofuels",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Biogas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Liechtenstein","Geothermal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Total renewable energy",340.00,328.00,358.00,332.00,428.00,460.00,435.00,581.00,602.09,684.09,911.09,1112.27,1183.00,1526.00,1511.00,1678.00,2095.00,2537.85,2204.60,2469.10,2575.20
"Lithuania","Hydropower",644.00,701.00,781.00,985.00,943.00,820.00,802.00,958.00,988.00,1139.00,1295.00,1056.00,937.00,1069.00,1088.00,1024.00,1044.00,1181.40,959.60,947.70,1080.10
"Lithuania","Renewable hydropower",340.00,326.00,354.00,325.00,421.00,451.00,397.00,421.00,402.00,424.00,540.00,480.00,423.00,521.00,399.00,349.00,454.00,602.40,431.00,345.40,300.60
"Lithuania","Pumped storage",304.00,375.00,427.00,660.00,522.00,369.00,405.00,537.00,586.00,715.00,755.00,576.00,514.00,548.00,689.00,675.00,590.00,579.00,528.60,602.30,779.50
"Lithuania","Marine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Wind",0.00,0.00,0.00,0.00,1.00,2.00,14.00,106.00,131.00,158.00,224.00,475.00,540.00,603.00,639.00,810.00,1136.00,1363.80,1144.00,1499.40,1551.70
"Lithuania","Onshore wind energy",0.00,0.00,0.00,0.00,1.00,2.00,14.00,106.00,131.00,158.00,224.00,475.00,540.00,603.00,639.00,810.00,1136.00,1363.80,1144.00,1499.40,1551.70
"Lithuania","Offshore wind energy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Solar",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.27,2.00,45.00,73.00,73.00,66.00,68.00,86.60,91.10,128.80
"Lithuania","Solar photovoltaic",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.27,2.00,45.00,73.00,73.00,66.00,68.00,86.60,91.10,128.80
"Lithuania","Concentrated solar power",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lithuania","Bioenergy",0.00,2.00,4.00,7.00,6.00,7.00,24.00,54.00,69.00,102.00,147.00,157.00,218.00,357.00,400.00,446.00,439.00,503.65,543.00,533.20,594.10
